17:37:00,Licht,Licht ein
17:37:00,Licht,Licht aus
17:37:00,Licht,Licht ein
17:37:00,Licht,Licht aus
17:37:00,Licht,Licht ein
17:37:00,Licht,Licht aus
17:37:00,Licht,Licht ein
17:37:00,Licht,Licht aus
17:45:20,Wasser,Heizung Aus,Laugenmotor aus
17:45:20,Erde,Heizung An,Duengerpumpe An
17:45:20,Licht,Licht ein
17:45:20,Luft,Heizung Aus,Luefter ein
17:45:20,Licht,Licht aus
17:46:42,Wasser,Heizung Aus,Laugenmotor aus
17:46:42,Erde,Heizung An,Duengerpumpe An
17:46:42,Luft,Heizung Aus,Luefter ein
17:46:42,Licht,Licht ein
17:50:04,Wasser,Heizung Aus,Laugenmotor aus
17:50:04,Licht,Licht ein
17:50:04,Erde,Heizung An,Duengerpumpe An
17:50:04,Luft,Heizung Aus,Luefter ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:50:04,Licht,Licht aus
17:50:04,Licht,Licht ein
17:51:30,Wasser,Heizung Aus,Laugenmotor aus
17:51:30,Erde,Heizung An,Duengerpumpe An
17:51:30,Licht,Licht ein
17:51:30,Luft,Heizung Aus,Luefter ein
17:51:30,Licht,Licht aus
17:51:30,Licht,Licht ein
17:51:30,Licht,Licht aus
17:51:30,Licht,Licht ein
17:51:54,Wasser,Heizung Aus,Laugenmotor aus
17:51:54,Licht,Licht ein
17:51:54,Luft,Heizung Aus,Luefter ein
17:51:54,Erde,Heizung An,Duengerpumpe An
17:51:54,Licht,Licht aus
18:24:36,Wasser,Heizung Aus,Laugenmotor aus
18:24:36,Erde,Heizung An,Duengerpumpe An
18:24:36,Luft,Heizung Aus,Luefter ein
18:39:24,Wasser,Heizung Aus,Laugenmotor aus
18:39:24,Erde,Heizung An,Duengerpumpe An
18:39:24,Luft,Heizung Aus,Luefter ein
